name,location,releaseYear,rating,length,genre,Streaming Service,serverId
Guru Aur Bhole,,2018,0,2 Seasons,"Kids' TV, TV Comedies",Netflix,0
"Newly Rich, Newly Poor",Colombia,2007,0,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Netflix,0
Feel Good,United Kingdom,2021,0,2 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",Netflix,0
Human: The World Within,,2021,0,1 Season,"Docuseries, Science & Nature TV",Netflix,0
Sweet Tooth,United States,2021,0,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",Netflix,0
Creator's File: GOLD,Japan,2021,0,1 Season,"International TV Shows, TV Comedies",Netflix,0
Pretty Guardian Sailor Moon Eternal The Movie,,2021,0,1 Season,TV Shows,Netflix,0
Summertime,Italy,2021,0,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,0
Attack on Titan,Japan,2013,0,1 Season,"Anime Series, International TV Shows",Netflix,0
Ben & Holly's Little Kingdom,United Kingdom,2019,0,2 Seasons,Kids' TV,Netflix,0
Cocomelon,United States,2021,0,3 Seasons,Kids' TV,Netflix,0
Downton Abbey,United Kingdom,2015,0,6 Seasons,"British TV Shows, International TV Shows, TV Dramas",Netflix,0
Happy Endings,United States,2012,0,3 Seasons,TV Comedies,Netflix,0
Ouran High School Host Club,Japan,2006,0,1 Season,"Anime Series, Romantic TV Shows, Teen TV Shows",Netflix,0
Racket Boys,,2021,0,1 Season,"International TV Shows, TV Comedies, TV Dramas",Netflix,0
The Adventures of Sonic the Hedgehog,"United States, Canada",1993,0,1 Season,Kids' TV,Netflix,0
The Platform,United Arab Emirates,2021,0,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries",Netflix,0
Dirty John,United States,2020,0,2 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Netflix,0
The Kominsky Method,United States,2021,0,3 Seasons,"TV Comedies, TV Dramas",Netflix,0
The Least Expected Day: Inside the Movistar Team 2019,,2021,0,2 Seasons,"Docuseries, International TV Shows, Spanish-Language TV Shows",Netflix,0
Word of Honor,,2021,0,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",Netflix,0
Black Space,Israel,2021,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,0
Eden,,2021,0,1 Season,"Anime Series, International TV Shows",Netflix,0
Ragnarok,"Norway, Denmark",2021,0,2 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",Netflix,0
High on the Hog: How African American Cuisine Transformed America,,2021,0,1 Season,Docuseries,Netflix,0
JoJo's Bizarre Adventure,Japan,2016,0,3 Seasons,"Anime Series, International TV Shows",Netflix,0
Mad for Each Other,,2021,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Master of None,United States,2021,0,3 Seasons,"TV Comedies, TV Dramas",Netflix,0
Jurassic World Camp Cretaceous,United States,2021,0,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Netflix,0
The Neighbor,Spain,2021,0,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Netflix,0
Special,United States,2021,0,2 Seasons,TV Comedies,Netflix,0
The Magic School Bus,"Canada, United States",1997,0,1 Season,Kids' TV,Netflix,0
Who Killed Sara?,Mexico,2021,0,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix,0
Booba: Food Puzzle,United Kingdom,2021,0,1 Season,Kids' TV,Netflix,0
Alma Matters,India,2021,0,1 Season,"Docuseries, International TV Shows",Netflix,0
Halston,United States,2021,0,1 Season,TV Dramas,Netflix,0
Haunted,"United States, Czech Republic",2021,0,3 Seasons,"Reality TV, TV Horror, TV Thrillers",Netflix,0
"Love, Death & Robots",United States,2021,0,2 Seasons,"TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy",Netflix,0
Move to Heaven,South Korea,2021,0,1 Season,"International TV Shows, TV Dramas",Netflix,0
The Mystic River,,2020,0,1 Season,"International TV Shows, TV Horror, TV Sci-Fi & Fantasy",Netflix,0
Castlevania,United States,2021,0,4 Seasons,"Anime Series, TV Horror, TV Thrillers",Netflix,0
The Upshaws,United States,2021,0,1 Season,TV Comedies,Netflix,0
Use For My Talent,,2021,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
"Money, Explained",United States,2021,0,1 Season,Docuseries,Netflix,0
Mine,South Korea,2021,0,1 Season,"International TV Shows, TV Dramas",Netflix,0
Jupiter's Legacy,United States,2021,0,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy",Netflix,0
Sab Jholmaal Hai,India,2017,0,2 Seasons,"Kids' TV, TV Comedies",Netflix,0
Lava Ka Dhaava,India,2021,0,1 Season,Reality TV,Netflix,0
The Sons of Sam: A Descent into Darkness,United States,2021,0,1 Season,"Crime TV Shows, Docuseries",Netflix,0
Selena: The Series,"Mexico, United States",2020,0,2 Seasons,TV Dramas,Netflix,0
StartUp,United States,2018,0,3 Seasons,"Crime TV Shows, TV Dramas",Netflix,0
Trash Truck,,2021,0,2 Seasons,Kids' TV,Netflix,0
Angelina Ballerina,,2010,0,2 Seasons,"British TV Shows, Kids' TV",Netflix,0
Barney and Friends,,2010,0,2 Seasons,Kids' TV,Netflix,0
Miniforce: Super Dino Power,,2020,0,1 Season,Kids' TV,Netflix,0
Pet Stars,,2021,0,1 Season,Reality TV,Netflix,0
The Innocent,,2021,0,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix,0
The Unremarkable Juanquini,,2021,0,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Netflix,0
Yasuke,,2021,0,1 Season,"Anime Series, International TV Shows",Netflix,0
Headspace Guide to Sleep,,2021,0,1 Season,"Docuseries, Science & Nature TV",Netflix,0
Sexify,Poland,2021,0,1 Season,"International TV Shows, TV Comedies, TV Dramas",Netflix,0
Fatma,Turkey,2021,0,1 Season,"International TV Shows, TV Dramas, TV Thrillers",Netflix,0
Let's Fight Ghost,Thailand,2021,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Shadow and Bone,United States,2021,0,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",Netflix,0
Life in Color with David Attenborough,"Australia, United Kingdom",2021,0,1 Season,"British TV Shows, Docuseries, International TV Shows",Netflix,0
Zero,Italy,2021,0,1 Season,"International TV Shows, TV Comedies, TV Dramas",Netflix,0
Izzy's Koala World,Australia,2021,0,2 Seasons,Kids' TV,Netflix,0
Luis Miguel - The Series,Mexico,2021,0,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix,0
PJ Masks,"France, United Kingdom",2019,0,3 Seasons,Kids' TV,Netflix,0
Bakugan: Geogan Rising,,2021,0,1 Season,"Anime Series, Kids' TV",Netflix,0
Love Naggers,South Korea,2021,0,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows",Netflix,0
Dancing Angels,,2016,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Durarara!!,Japan,2016,0,1 Season,"Anime Series, Crime TV Shows, International TV Shows",Netflix,0
Garth Brooks: The Road I’m On,United States,2019,0,1 Season,Docuseries,Netflix,0
Gilmore Girls,United States,2006,0,7 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",Netflix,0
High-Rise Invasion,Japan,2021,0,1 Season,"Anime Series, International TV Shows, TV Thrillers",Netflix,0
Next in Fashion,United States,2020,0,1 Season,Reality TV,Netflix,0
Peasants Rebellion,Lebanon,2018,0,1 Season,"International TV Shows, TV Dramas",Netflix,0
Power Players,"United States, France",2020,0,3 Seasons,Kids' TV,Netflix,0
Ricky Zoom,"China, United Kingdom",2019,0,1 Season,"British TV Shows, Kids' TV",Netflix,0
Sonic X,Japan,2003,0,2 Seasons,"Anime Series, Kids' TV",Netflix,0
Ajaibnya Cinta,,2015,0,1 Season,"International TV Shows, TV Dramas",Netflix,0
Dad Stop Embarrassing Me!,United States,2021,0,1 Season,TV Comedies,Netflix,0
Fate: The Winx Saga,"Italy, United Kingdom",2021,0,1 Season,"British TV Shows, International TV Shows, TV Dramas",Netflix,0
House of Cards,United States,2018,0,6 Seasons,"TV Dramas, TV Thrillers",Netflix,0
Indian Matchmaking,"United States, India",2020,0,1 Season,"Reality TV, Romantic TV Shows",Netflix,0
Jeffrey Epstein: Filthy Rich,United States,2020,0,1 Season,"Crime TV Shows, Docuseries",Netflix,0
Law School,South Korea,2021,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,0
Living with Yourself,United States,2019,0,1 Season,"TV Comedies, TV Dramas",Netflix,0
Signal,South Korea,2016,0,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",Netflix,0
Slasher,Canada,2019,0,3 Seasons,"TV Horror, TV Mysteries, TV Thrillers",Netflix,0
The Underclass,Thailand,2020,0,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",Netflix,0
Unnatural Selection,United States,2019,0,1 Season,"Docuseries, Science & Nature TV",Netflix,0
My Love: Six Stories of True Love,"United States, Brazil, Japan, Spain, India",2021,0,1 Season,Docuseries,Netflix,0
The Baker and the Beauty,"Israel, United States",2020,0,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",Netflix,0
"Nicky, Ricky, Dicky & Dawn",United States,2018,0,4 Seasons,"Kids' TV, TV Comedies",Netflix,0
Don't be the First one,,2021,0,1 Season,"International TV Shows, Reality TV",Netflix,0
Heaven Official's Blessing,China,2020,0,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",Netflix,0
The Way of the Househusband,Japan,2021,0,1 Season,"Anime Series, International TV Shows",Netflix,0
The Big Day,India,2021,0,2 Seasons,"International TV Shows, Reality TV, Romantic TV Shows",Netflix,0
The Wedding Coach,,2021,0,1 Season,"Reality TV, Romantic TV Shows",Netflix,0
This Is a Robbery: The World's Biggest Art Heist,,2021,0,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",Netflix,0
Glimpses of a Future,,2020,0,1 Season,"Docuseries, International TV Shows",Netflix,0
Magical Andes,"Uruguay, Germany",2021,0,2 Seasons,"Docuseries, International TV Shows, Science & Nature TV",Netflix,0
Murder Maps,United Kingdom,2017,0,2 Seasons,"British TV Shows, Crime TV Shows, Docuseries",Netflix,0
Prank Encounters,United States,2021,0,2 Seasons,"Reality TV, TV Comedies, TV Horror",Netflix,0
Secrets of Great British Castles,United Kingdom,2016,0,2 Seasons,"British TV Shows, Docuseries, International TV Shows",Netflix,0
Worn Stories,United States,2021,0,1 Season,"Docuseries, Reality TV",Netflix,0
Haunted: Latin America,"United States, Mexico",2021,0,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",Netflix,0
Robocar Poli,South Korea,2015,0,2 Seasons,"Kids' TV, Korean TV Shows",Netflix,0
Yu-Gi-Oh!,Japan,2005,0,1 Season,"Anime Series, Kids' TV",Netflix,0
Rainbow High,United States,2020,0,1 Season,Kids' TV,Netflix,0
Big Time Rush,United States,2013,0,4 Seasons,Kids' TV,Netflix,0
Magic for Humans Spain,Spain,2021,0,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",Netflix,0
The Irregulars,United Kingdom,2021,0,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",Netflix,0
DOTA: Dragon's Blood,United States,2021,0,1 Season,Anime Series,Netflix,0
Pui Pui Molcar,Japan,2021,0,1 Season,Kids' TV,Netflix,0
Men on a Mission,South Korea,2021,0,6 Seasons,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",Netflix,0
Navillera,South Korea,2021,0,1 Season,"International TV Shows, TV Dramas",Netflix,0
Mighty Morphin Power Rangers,"United States, Japan",2010,0,4 Seasons,Kids' TV,Netflix,0
Alien TV,,2021,0,2 Seasons,"Kids' TV, TV Comedies",Netflix,0
Country Comfort,United States,2021,0,1 Season,TV Comedies,Netflix,0
Formula 1: Drive to Survive,United Kingdom,2021,0,3 Seasons,Docuseries,Netflix,0
B: The Beginning,Japan,2021,0,2 Seasons,"Anime Series, Crime TV Shows, International TV Shows",Netflix,0
Under Suspicion: Uncovering the Wesphael Case,Belgium,2021,0,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Netflix,0
Waffles + Mochi,United States,2021,0,1 Season,Kids' TV,Netflix,0
Abla Fahita: Drama Queen,Egypt,2021,0,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",Netflix,0
The Lost Pirate Kingdom,"United States, United Kingdom",2021,0,1 Season,"Docuseries, Science & Nature TV, TV Action & Adventure",Netflix,0
Zero Chill,United Kingdom,2021,0,1 Season,"British TV Shows, Kids' TV, TV Dramas",Netflix,0
Love Alarm,South Korea,2021,0,2 Seasons,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,0
Paradise PD,United States,2021,0,3 Seasons,TV Comedies,Netflix,0
The One,United Kingdom,2021,0,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",Netflix,0
Dealer,France,2021,0,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",Netflix,0
Last Chance U: Basketball,,2021,0,1 Season,Docuseries,Netflix,0
Marriage or Mortgage,,2021,0,1 Season,"Reality TV, Romantic TV Shows",Netflix,0
The Houseboat,Germany,2021,0,1 Season,"Docuseries, International TV Shows",Netflix,0
Bombay Begums,India,2021,0,1 Season,"International TV Shows, TV Dramas",Netflix,0
My Way,Egypt,2015,0,1 Season,"International TV Shows, TV Dramas",Netflix,0
City of Ghosts,United States,2021,0,1 Season,Kids' TV,Netflix,0
Nevenka: Breaking the Silence,Spain,2021,0,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",Netflix,0
Pokémon Journeys: The Series,,2021,0,4 Seasons,"Anime Series, Kids' TV, TV Action & Adventure",Netflix,0
Pacific Rim: The Black,"United States, Australia",2021,0,1 Season,Anime Series,Netflix,0
Murder Among the Mormons,United States,2021,0,1 Season,"Crime TV Shows, Docuseries",Netflix,0
Word Party,United States,2021,0,5 Seasons,Kids' TV,Netflix,0
A Perfect Day For Arsenide,,2019,0,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows",Netflix,0
TIGER & BUNNY,Japan,2011,0,1 Season,"Anime Series, International TV Shows",Netflix,0
El final del paraíso,"United States, Colombia",2019,0,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix,0
Sin senos sí hay paraíso,"United States, Colombia",2018,0,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix,0
The Last Bastion,,2018,0,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix,0
Age of Samurai: Battle for Japan,United States,2021,0,1 Season,"Docuseries, International TV Shows",Netflix,0
Canine Intervention,United States,2021,0,1 Season,Reality TV,Netflix,0
Ginny & Georgia,United States,2021,0,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",Netflix,0
Two Sentence Horror Stories,United States,2021,0,2 Seasons,"TV Horror, Teen TV Shows",Netflix,0
Zindagi in Short,India,2020,0,1 Season,"International TV Shows, TV Dramas",Netflix,0
Vincenzo,South Korea,2021,0,1 Season,"International TV Shows, TV Comedies, TV Dramas",Netflix,0
Pitta Kathalu,India,2021,0,1 Season,"International TV Shows, TV Dramas",Netflix,0
Tribes of Europa,Germany,2021,0,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",Netflix,0
"Hello, Me!",South Korea,2021,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Sisyphus,South Korea,2021,0,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",Netflix,0
Thus Spoke Kishibe Rohan,,2021,0,1 Season,"Anime Series, International TV Shows",Netflix,0
Amend: The Fight for America,United States,2021,0,1 Season,Docuseries,Netflix,0
Behind Her Eyes,United Kingdom,2021,0,1 Season,"British TV Shows, International TV Shows, TV Dramas",Netflix,0
MeatEater,United States,2021,0,4 Seasons,"Docuseries, Reality TV, Science & Nature TV",Netflix,0
Good Girls,United States,2020,0,3 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",Netflix,0
Booba,United Kingdom,2021,0,4 Seasons,"Kids' TV, TV Comedies",Netflix,0
The Crew,United States,2021,0,1 Season,TV Comedies,Netflix,0
Buried by the Bernards,United States,2021,0,1 Season,Reality TV,Netflix,0
Chappelle's Show,United States,2005,0,2 Seasons,TV Comedies,Netflix,0
Nadiya Bakes,United Kingdom,2021,0,1 Season,"British TV Shows, International TV Shows, Reality TV",Netflix,0
Capitani,Luxembourg,2019,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,0
El Chema,Mexico,2016,0,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure",Netflix,0
Crime Scene: The Vanishing at the Cecil Hotel,United States,2021,0,1 Season,"Crime TV Shows, Docuseries",Netflix,0
Five Came Back: The Reference Films,United States,1945,0,1 Season,TV Shows,Netflix,0
ICarly,United States,2008,0,2 Seasons,"Kids' TV, TV Comedies",Netflix,0
The Sinner,United States,2020,0,3 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Netflix,0
Hache,Spain,2021,0,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix,0
Invisible City,Brazil,2021,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,0
Firefly Lane,United States,2021,0,1 Season,"Romantic TV Shows, TV Dramas",Netflix,0
"Pablo Escobar, el patrón del mal",Colombia,2012,0,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix,0
Power Rangers Ninja Steel,United States,2018,0,2 Seasons,Kids' TV,Netflix,0
Tiffany Haddish Presents: They Ready,United States,2021,0,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",Netflix,0
Heartland,Canada,2019,0,13 Seasons,TV Dramas,Netflix,0
Love Daily,United States,2018,0,1 Season,"Romantic TV Shows, Teen TV Shows",Netflix,0
My Dead Ex,United States,2018,0,1 Season,"TV Comedies, Teen TV Shows",Netflix,0
The House Arrest of Us,Philippines,2020,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
The Unsettling,United States,2019,0,1 Season,"TV Horror, Teen TV Shows",Netflix,0
Total Drama,"Canada, United States, France",2015,0,7 Seasons,"Kids' TV, TV Comedies",Netflix,0
Zac and Mia,United States,2019,0,2 Seasons,"Romantic TV Shows, TV Dramas, Teen TV Shows",Netflix,0
Zig & Sharko,France,2019,0,2 Seasons,"Kids' TV, TV Comedies",Netflix,0
We Are: The Brooklyn Saints,United States,2021,0,1 Season,Docuseries,Netflix,0
50M2,Turkey,2021,0,1 Season,"International TV Shows, TV Dramas, TV Thrillers",Netflix,0
BONDING,United States,2021,0,2 Seasons,"TV Comedies, TV Dramas",Netflix,0
Outlander,United States,2018,0,4 Seasons,"Romantic TV Shows, TV Action & Adventure, TV Dramas",Netflix,0
Go Dog Go,"United States, United Kingdom",2021,0,1 Season,Kids' TV,Netflix,0
Blown Away,Canada,2021,0,2 Seasons,"International TV Shows, Reality TV",Netflix,0
Busted!,South Korea,2021,0,3 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows",Netflix,0
Demon Slayer: Kimetsu no Yaiba,Japan,2019,0,1 Season,"Anime Series, International TV Shows",Netflix,0
Daughter From Another Mother,Mexico,2021,0,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Netflix,0
Spycraft,United States,2021,0,1 Season,"Docuseries, Science & Nature TV",Netflix,0
Hello Ninja,United States,2021,0,4 Seasons,Kids' TV,Netflix,0
Bling Empire,United States,2021,0,1 Season,Reality TV,Netflix,0
Carmen Sandiego,United States,2021,0,4 Seasons,"Kids' TV, TV Thrillers",Netflix,0
Disenchantment,United States,2021,0,3 Seasons,"TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy",Netflix,0
Henry Danger,United States,2016,0,3 Seasons,"Kids' TV, TV Comedies",Netflix,0
